Class,Solution treatment time (h),Solution treatment temperature (¡æ),Solution cooling way,Aging treatment time (h),Aging treatment temperature (¡æ),Aging cooling way,2nd aging treatment time (h),2nd aging treatment temperature (¡æ),2nd aging cooling way,C (mass%),Si (mass%),Mn (mass%),P (mass%),S (mass%),Ni (mass%),Cr (mass%),Mo (mass%),Cu (mass%),W (mass%),Co (mass%),Al (mass%),N (mass%),Nb+Ta (mass%),B (mass%),V (mass%),Ti (mass%),Fe (mass%),Zr (mass%),Re (mass%),Y (mass%),Hf (mass%),Test temperature (¡æ),Test stress (MPa),Creep rupture life (h)
129,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,412,73.49999999
130,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,373,500.3000001
131,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,333,1279.8
132,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,294,50581.40004
133,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,265,140356.5
134,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,550,235,151535.9999
135,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,650,333,1.2
136,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,650,294,102.3000001
137,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,650,235,1485.1
138,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,750,176,87.89999999
139,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,750,118,1852.999999
140,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,850,98,38.50000004
141,1,1150,3,4,815,1,0,0,0,0.14,0.65,1.91,0.005,0.006,20.16,21.52,3.03,0,2.48,19.75,0.01,0.16,1.07,0.001,0,0,29.108,0,0,0,0,850,53,6949.2
142,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,550,608,23.20000001
143,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,550,471,738.2000002
144,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,550,373,12791.20001
145,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,650,333,119.8
146,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,650,294,447.6000001
147,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,650,235,2010.200002
148,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,650,176,19264.99998
149,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,650,157,45400.7
150,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,750,176,94.7
151,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,750,118,1565.299999
152,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,750,98,7720.800007
153,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,750,78,28333.59997
154,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,750,69,30923.80001
155,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,850,98,73.59999994
156,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,850,78,308.1999997
157,1,1150,3,15,800,1,0,0,0,0.12,0.53,1.56,0.006,0.006,20.25,20.1,2.88,0,2.54,19.35,0.049,0.133,1.02,0.001,0,0,31.455,0,0,0,0,850,53,3007.299998
158,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,550,608,104.1000001
159,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,550,471,1193.800001
160,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,550,373,4764.100001
161,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,550,294,101254.1001
162,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,650,333,166.9000001
163,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,650,294,535.1
164,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,650,235,2270.499999
165,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,650,176,9224.499996
166,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,650,157,17162.80001
167,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,750,176,60.79999996
168,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,750,98,3299.500002
169,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,750,78,19221.70001
170,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,750,69,43201.59995
171,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,850,98,44.29999998
172,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,850,78,184.1000002
173,0.5,1180,3,4,816,1,0,0,0,0.13,0.79,1.37,0.012,0.008,20.77,20.12,2.78,0,2.1,18.43,0.055,0.11,0.86,0.001,0,0,32.464,0,0,0,0,850,53,2748.599999
174,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,750,235,202.1000002
175,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,750,216,382.4999996
176,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,750,177,3345.400003
177,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,750,157,10596.29999
178,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,750,137,82864.3
179,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,800,137,1765.000001
180,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,800,108,10460.5
181,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,800,88,56381.40005
182,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,850,137,127.1999999
183,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,850,108,1005.300001
184,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,850,88,4301.199999
185,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,850,78,8094.199996
186,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,900,53,3260.3
187,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,900,41,8275.600001
188,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,900,33,20884.69999
189,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,950,69,158.9999999
190,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,950,53,514.1999996
191,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.008,0.008,7.25,54.71,0.003,0.0484,0,0.007,0,0,0.6,0,0,0,0,950,41,1683.299998
192,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,750,235,177.3000002
193,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,750,216,343
194,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,750,177,4312.800002
195,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,750,137,73064.89996
196,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,800,137,1859.899998
197,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,800,108,22856.5
198,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,800,88,65778.2
199,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,850,137,120.0999999
200,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,850,108,1164.400001
201,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,850,78,10332.2
202,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,850,65,13647.90001
203,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,850,61,23322.99998
204,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,900,78,464.6999995
205,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,900,69,1461.500001
206,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,900,53,3313.299996
207,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,900,41,10301.69999
208,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,900,33,15862.09998
209,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,950,69,170.3999998
210,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,950,53,732.9000005
211,4,1158,4,4,980,1,0,0,0,0.29,0.66,0.61,0.013,0.018,10.35,25.43,0.005,0.009,7.25,54.7,0.021,0.0411,0,0.007,0,0,0.6,0,0,0,0,950,26,6451.900007
212,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,600,400,8.700000008
213,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,600,300,89.00000007
214,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,600,200,1667.599998
215,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,600,140,30351.20003
216,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,600,80,117098.9999
217,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,700,200,14.00000001
218,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,700,140,227.0999999
219,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,700,80,18190.8
220,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,800,80,173.8
221,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,800,60,930.8999993
222,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,800,40,6419.999999
223,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,800,30,21245.99999
224,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,900,40,125.5000001
225,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,900,30,520.8999995
226,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,900,20,3412.299999
227,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,900,14,29844.3
228,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,1000,20,183.3999999
229,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,1000,14,776.4999999
230,1,1150,3,1,800,3,0,0,0,0.09,0.2,0.28,0.007,0.001,73.38,15.69,0.13,0.02,0,0.2,0.22,0.017,0.73,0.003,0,0.36,8.67,0,0,0,0,1000,10,4239.900003
231,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,800,1.400000001
232,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,700,46.09999996
233,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,600,1428.800001
234,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,540,6057.800002
235,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,500,12023
236,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,600,460,21015.60001
237,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,650,600,72.20000007
238,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,650,400,3477.900003
239,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,700,500,15
240,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,700,400,181.0999999
241,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,700,300,1198.399999
242,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,700,240,4666.199996
243,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,700,160,28537.09999
244,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,750,240,439.8
245,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,240,23.49999999
246,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,200,100.5000001
247,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,140,656.3999994
248,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,100,2105.299998
249,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,70,6666.999998
250,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,800,50,17494.50001
251,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,850,100,159.8
252,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,850,50,2586.300001
253,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,900,70,12.6
254,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,900,50,201.9999998
255,1,1140,1,24,820,1,20,704,1,0.039,0.12,0.08,0.008,0.001,72.6,15.57,0.04,0.01,0,0.08,0.55,0.0073,0.99,0.0001,0,2.45,7.21,0,0,0,0,900,30,2171.500002
256,2,1120,1,24,816,1,20,704,1,0.05,0.05,0.05,0.005,0.002,73.46,15.1,0.12,0.05,0,0.05,0.81,0.003,0.97,0.005,0,2.37,6.97,0,0,0,0,600,800,8.100000002
